Date,NetworkDeficit
2009-07-16 18:15:05,0.0
2009-07-17 18:15:05,0.0
2009-07-18 18:15:05,0.0
2009-07-19 18:15:05,0.0
2009-07-20 18:15:05,0.0
2009-07-21 18:15:05,0.0
2009-07-22 18:15:05,0.0
2009-07-23 18:15:05,0.0
2009-07-24 18:15:05,0.0
2009-07-25 18:15:05,0.0
2009-07-26 18:15:05,0.0
2009-07-27 18:15:05,0.0
2009-07-28 18:15:05,0.0
2009-07-29 18:15:05,0.0
2009-07-30 18:15:05,0.0
2009-07-31 18:15:05,0.0
2009-08-01 18:15:05,0.0
2009-08-02 18:15:05,0.0
2009-08-03 18:15:05,0.0
2009-08-04 18:15:05,0.0
2009-08-05 18:15:05,0.0
2009-08-06 18:15:05,0.0
2009-08-07 18:15:05,0.0
2009-08-08 18:15:05,0.0
2009-08-09 18:15:05,0.0
2009-08-10 18:15:05,0.0
2009-08-11 18:15:05,0.0
2009-08-12 18:15:05,0.0
2009-08-13 18:15:05,0.0
2009-08-14 18:15:05,0.0
2009-08-15 18:15:05,0.0
2009-08-16 18:15:05,0.0
2009-08-17 18:15:05,0.0
2009-08-18 18:15:05,0.0
2009-08-19 18:15:05,0.0
2009-08-20 18:15:05,0.0
2009-08-21 18:15:05,0.0
2009-08-22 18:15:05,0.0
2009-08-23 18:15:05,0.0
2009-08-24 18:15:05,0.0
2009-08-25 18:15:05,0.0
2009-08-26 18:15:05,0.0
2009-08-27 18:15:05,0.0
2009-08-28 18:15:05,0.0
2009-08-29 18:15:05,0.0
2009-08-30 18:15:05,0.0
2009-08-31 18:15:05,0.0
2009-09-01 18:15:05,0.0
2009-09-02 18:15:05,0.0
2009-09-03 18:15:05,0.0
2009-09-04 18:15:05,0.0
2009-09-05 18:15:05,0.0
2009-09-06 18:15:05,0.0
2009-09-07 18:15:05,0.0
2009-09-08 18:15:05,0.0
2009-09-09 18:15:05,0.0
2009-09-10 18:15:05,0.0
2009-09-11 18:15:05,0.0
2009-09-12 18:15:05,0.0
2009-09-13 18:15:05,0.0
2009-09-14 18:15:05,0.0
2009-09-15 18:15:05,0.0
2009-09-16 18:15:05,0.0
2009-09-17 18:15:05,0.0
2009-09-18 18:15:05,0.0
2009-09-19 18:15:05,0.0
2009-09-20 18:15:05,0.0
2009-09-21 18:15:05,0.0
2009-09-22 18:15:05,0.0
2009-09-23 18:15:05,0.0
2009-09-24 18:15:05,0.0
2009-09-25 18:15:05,0.0
2009-09-26 18:15:05,0.0
2009-09-27 18:15:05,0.0
2009-09-28 18:15:05,0.0
2009-09-29 18:15:05,0.0
2009-09-30 18:15:05,0.0
2009-10-01 18:15:05,0.0
2009-10-02 18:15:05,0.0
2009-10-03 18:15:05,0.0
2009-10-04 18:15:05,0.0
2009-10-05 18:15:05,0.0
2009-10-06 18:15:05,0.0
2009-10-07 18:15:05,0.0
2009-10-08 18:15:05,0.0
2009-10-09 18:15:05,0.0
2009-10-10 18:15:05,0.0
2009-10-11 18:15:05,0.0
2009-10-12 18:15:05,0.0
2009-10-13 18:15:05,0.0
2009-10-14 18:15:05,0.0
2009-10-15 18:15:05,0.0
2009-10-16 18:15:05,0.0
2009-10-17 18:15:05,0.0
2009-10-18 18:15:05,0.0
2009-10-19 18:15:05,0.0
2009-10-20 18:15:05,0.0
2009-10-21 18:15:05,0.0
2009-10-22 18:15:05,0.0
2009-10-23 18:15:05,0.0
2009-10-24 18:15:05,0.0
2009-10-25 18:15:05,0.0
2009-10-26 18:15:05,0.0
2009-10-27 18:15:05,0.0
2009-10-28 18:15:05,0.0
2009-10-29 18:15:05,0.0
2009-10-30 18:15:05,0.0
2009-10-31 18:15:05,0.0
2009-11-01 18:15:05,0.0
2009-11-02 18:15:05,0.0
2009-11-03 18:15:05,0.0
2009-11-04 18:15:05,0.0
2009-11-05 18:15:05,0.0
2009-11-06 18:15:05,0.0
2009-11-07 18:15:05,0.0
2009-11-08 18:15:05,0.0
2009-11-09 18:15:05,0.0
2009-11-10 18:15:05,0.0
2009-11-11 18:15:05,0.0
2009-11-12 18:15:05,0.0
2009-11-13 18:15:05,0.0
2009-11-14 18:15:05,0.0
2009-11-15 18:15:05,0.0
2009-11-16 18:15:05,0.0
2009-11-17 18:15:05,0.0
2009-11-18 18:15:05,0.0
2009-11-19 18:15:05,0.0
2009-11-20 18:15:05,0.0
2009-11-21 18:15:05,0.0
2009-11-22 18:15:05,0.0
2009-11-23 18:15:05,0.0
2009-11-24 18:15:05,0.0
2009-11-25 18:15:05,0.0
2009-11-26 18:15:05,0.0
2009-11-27 18:15:05,0.0
2009-11-28 18:15:05,0.0
2009-11-29 18:15:05,0.0
2009-11-30 18:15:05,0.0
2009-12-01 18:15:05,0.0
2009-12-02 18:15:05,0.0
2009-12-03 18:15:05,0.0
2009-12-04 18:15:05,0.0
2009-12-05 18:15:05,0.0
2009-12-06 18:15:05,0.0
2009-12-07 18:15:05,0.0
2009-12-08 18:15:05,0.0
2009-12-09 18:15:05,0.0
2009-12-10 18:15:05,0.0
2009-12-11 18:15:05,0.0
2009-12-12 18:15:05,0.0
2009-12-13 18:15:05,0.0
2009-12-14 18:15:05,0.0
2009-12-15 18:15:05,0.0
2009-12-16 18:15:05,0.0
2009-12-17 18:15:05,0.0
2009-12-18 18:15:05,0.0
2009-12-19 18:15:05,0.0
2009-12-20 18:15:05,0.0
2009-12-21 18:15:05,0.0
2009-12-22 18:15:05,0.0
2009-12-23 18:15:05,0.0
2009-12-24 18:15:05,0.0
2009-12-25 18:15:05,0.0
2009-12-26 18:15:05,0.0
2009-12-27 18:15:05,0.0
2009-12-28 18:15:05,0.0
2009-12-29 18:15:05,0.0
2009-12-30 18:15:05,0.0
2009-12-31 18:15:05,0.0
2010-01-01 18:15:05,0.0
2010-01-02 18:15:05,0.0
2010-01-03 18:15:05,0.0
2010-01-04 18:15:05,0.0
2010-01-05 18:15:05,0.0
2010-01-06 18:15:05,0.0
2010-01-07 18:15:05,0.0
2010-01-08 18:15:05,0.0
2010-01-09 18:15:05,0.0
2010-01-10 18:15:05,0.0
2010-01-11 18:15:05,0.0
2010-01-12 18:15:05,0.0
2010-01-13 18:15:05,0.0
2010-01-14 18:15:05,0.0
2010-01-15 18:15:05,0.0
2010-01-16 18:15:05,0.0
2010-01-17 18:15:05,0.0
2010-01-18 18:15:05,0.0
2010-01-19 18:15:05,0.0
2010-01-20 18:15:05,0.0
2010-01-21 18:15:05,0.0
2010-01-22 18:15:05,0.0
2010-01-23 18:15:05,0.0
2010-01-24 18:15:05,0.0
2010-01-25 18:15:05,0.0
2010-01-26 18:15:05,0.0
2010-01-27 18:15:05,0.0
2010-01-28 18:15:05,0.0
2010-01-29 18:15:05,0.0
2010-01-30 18:15:05,0.0
2010-01-31 18:15:05,0.0
2010-02-01 18:15:05,0.0
2010-02-02 18:15:05,0.0
2010-02-03 18:15:05,0.0
2010-02-04 18:15:05,0.0
2010-02-05 18:15:05,0.0
2010-02-06 18:15:05,0.0
2010-02-07 18:15:05,0.0
2010-02-08 18:15:05,0.0
2010-02-09 18:15:05,0.0
2010-02-10 18:15:05,0.0
2010-02-11 18:15:05,0.0
2010-02-12 18:15:05,0.0
2010-02-13 18:15:05,0.0
2010-02-14 18:15:05,0.0
2010-02-15 18:15:05,0.0
2010-02-16 18:15:05,0.0
2010-02-17 18:15:05,0.0
2010-02-18 18:15:05,0.0
2010-02-19 18:15:05,0.0
2010-02-20 18:15:05,0.0
2010-02-21 18:15:05,0.0
2010-02-22 18:15:05,0.0
2010-02-23 18:15:05,0.0
2010-02-24 18:15:05,0.0
2010-02-25 18:15:05,0.0
2010-02-26 18:15:05,0.0
2010-02-27 18:15:05,0.0
2010-02-28 18:15:05,0.0
2010-03-01 18:15:05,0.0
2010-03-02 18:15:05,0.0
2010-03-03 18:15:05,0.0
2010-03-04 18:15:05,0.0
2010-03-05 18:15:05,0.0
2010-03-06 18:15:05,0.0
2010-03-07 18:15:05,0.0
2010-03-08 18:15:05,0.0
2010-03-09 18:15:05,0.0
2010-03-10 18:15:05,0.0
2010-03-11 18:15:05,0.0
2010-03-12 18:15:05,0.0
2010-03-13 18:15:05,0.0
2010-03-14 18:15:05,0.0
2010-03-15 18:15:05,0.0
2010-03-16 18:15:05,0.0
2010-03-17 18:15:05,0.0
2010-03-18 18:15:05,0.0
2010-03-19 18:15:05,0.0
2010-03-20 18:15:05,0.0
2010-03-21 18:15:05,0.0
2010-03-22 18:15:05,0.0
2010-03-23 18:15:05,0.0
2010-03-24 18:15:05,0.0
2010-03-25 18:15:05,0.0
2010-03-26 18:15:05,0.0
2010-03-27 18:15:05,0.0
2010-03-28 18:15:05,0.0
2010-03-29 18:15:05,0.0
2010-03-30 18:15:05,0.0
2010-03-31 18:15:05,0.0
2010-04-01 18:15:05,0.0
2010-04-02 18:15:05,0.0
2010-04-03 18:15:05,0.0
2010-04-04 18:15:05,0.0
2010-04-05 18:15:05,0.0
2010-04-06 18:15:05,0.0
2010-04-07 18:15:05,0.0
2010-04-08 18:15:05,0.0
2010-04-09 18:15:05,0.0
2010-04-10 18:15:05,0.0
2010-04-11 18:15:05,0.0
2010-04-12 18:15:05,0.0
2010-04-13 18:15:05,0.0
2010-04-14 18:15:05,0.0
2010-04-15 18:15:05,0.0
2010-04-16 18:15:05,0.0
2010-04-17 18:15:05,0.0
2010-04-18 18:15:05,0.0
2010-04-19 18:15:05,0.0
2010-04-20 18:15:05,0.0
2010-04-21 18:15:05,0.0
2010-04-22 18:15:05,0.0
2010-04-23 18:15:05,0.0
2010-04-24 18:15:05,0.0
2010-04-25 18:15:05,0.0
2010-04-26 18:15:05,0.0
2010-04-27 18:15:05,0.0
2010-04-28 18:15:05,0.0
2010-04-29 18:15:05,0.0
2010-04-30 18:15:05,0.0
2010-05-01 18:15:05,0.0
2010-05-02 18:15:05,0.0
2010-05-03 18:15:05,0.0
2010-05-04 18:15:05,0.0
2010-05-05 18:15:05,0.0
2010-05-06 18:15:05,0.0
2010-05-07 18:15:05,0.0
2010-05-08 18:15:05,0.0
2010-05-09 18:15:05,0.0
2010-05-10 18:15:05,0.0
2010-05-11 18:15:05,0.0
2010-05-12 18:15:05,0.0
2010-05-13 18:15:05,0.0
2010-05-14 18:15:05,0.0
2010-05-15 18:15:05,0.0
2010-05-16 18:15:05,0.0
2010-05-17 18:15:05,0.0
2010-05-18 18:15:05,0.0
2010-05-19 18:15:05,0.0
2010-05-20 18:15:05,0.0
2010-05-21 18:15:05,0.0
2010-05-22 18:15:05,0.0
2010-05-23 18:15:05,0.0
2010-05-24 18:15:05,0.0
2010-05-25 18:15:05,0.0
2010-05-26 18:15:05,0.0
2010-05-27 18:15:05,0.0
2010-05-28 18:15:05,0.0
2010-05-29 18:15:05,0.0
2010-05-30 18:15:05,0.0
2010-05-31 18:15:05,0.0
2010-06-01 18:15:05,0.0
2010-06-02 18:15:05,0.0
2010-06-03 18:15:05,0.0
2010-06-04 18:15:05,0.0
2010-06-05 18:15:05,0.0
2010-06-06 18:15:05,0.0
2010-06-07 18:15:05,0.0
2010-06-08 18:15:05,0.0
2010-06-09 18:15:05,0.0
2010-06-10 18:15:05,0.0
2010-06-11 18:15:05,0.0
2010-06-12 18:15:05,0.0
2010-06-13 18:15:05,0.0
2010-06-14 18:15:05,0.0
2010-06-15 18:15:05,0.0
2010-06-16 18:15:05,0.0
2010-06-17 18:15:05,0.0
2010-06-18 18:15:05,0.0
2010-06-19 18:15:05,0.0
2010-06-20 18:15:05,0.0
2010-06-21 18:15:05,0.0
2010-06-22 18:15:05,0.0
2010-06-23 18:15:05,0.0
2010-06-24 18:15:05,0.0
2010-06-25 18:15:05,0.0
2010-06-26 18:15:05,0.0
2010-06-27 18:15:05,0.0
2010-06-28 18:15:05,0.0
2010-06-29 18:15:05,0.0
2010-06-30 18:15:05,0.0
2010-07-01 18:15:05,0.0
2010-07-02 18:15:05,0.0
2010-07-03 18:15:05,0.0
2010-07-04 18:15:05,0.0
2010-07-05 18:15:05,0.0
2010-07-06 18:15:05,0.0
2010-07-07 18:15:05,0.0
2010-07-08 18:15:05,0.0
2010-07-09 18:15:05,0.0
2010-07-10 18:15:05,0.0
2010-07-11 18:15:05,0.0
2010-07-12 18:15:05,0.0
2010-07-13 18:15:05,0.0
2010-07-14 18:15:05,0.0
2010-07-15 18:15:05,0.0
2010-07-16 18:15:05,0.0
2010-07-17 18:15:05,0.0
2010-07-18 18:15:05,0.0
2010-07-19 18:15:05,0.0
2010-07-20 18:15:05,0.0
2010-07-21 18:15:05,0.0
2010-07-22 18:15:05,0.0
2010-07-23 18:15:05,0.0
2010-07-24 18:15:05,0.0
2010-07-25 18:15:05,0.0
2010-07-26 18:15:05,0.0
2010-07-27 18:15:05,0.0
2010-07-28 18:15:05,0.0
2010-07-29 18:15:05,0.0
2010-07-30 18:15:05,0.0
2010-07-31 18:15:05,0.0
2010-08-01 18:15:05,0.0
2010-08-02 18:15:05,0.0
2010-08-03 18:15:05,0.0
2010-08-04 18:15:05,0.0
2010-08-05 18:15:05,0.0
2010-08-06 18:15:05,0.0
2010-08-07 18:15:05,0.0
2010-08-08 18:15:05,0.0
2010-08-09 18:15:05,0.0
2010-08-10 18:15:05,0.0
2010-08-11 18:15:05,0.0
2010-08-12 18:15:05,0.0
2010-08-13 18:15:05,0.0
2010-08-14 18:15:05,0.0
2010-08-15 18:15:05,0.0
2010-08-16 18:15:05,0.0
2010-08-17 18:15:05,-503.64347699999996
2010-08-18 18:15:05,-491.98456
2010-08-19 18:15:05,-481.6
2010-08-20 18:15:05,-556.9449999999998
2010-08-21 18:15:05,-615.4708
2010-08-22 18:15:05,-660.6800000000002
2010-08-23 18:15:05,-716.1
2010-08-24 18:15:05,-685.61225
2010-08-25 18:15:05,-754.7218000000001
2010-08-26 18:15:05,-691.5896
2010-08-27 18:15:05,-578.5
2010-08-28 18:15:05,-581.7499999675
2010-08-29 18:15:05,-511.91092796111997
2010-08-30 18:15:05,-514.0224000000002
2010-08-31 18:15:05,-568.474505980509
2010-09-01 18:15:05,-571.11156299351
2010-09-02 18:15:05,-474.89499999371
2010-09-03 18:15:05,-507.2
2010-09-04 18:15:05,-548.635
2010-09-05 18:15:05,-509.489371
2010-09-06 18:15:05,-540.7999999936
2010-09-07 18:15:05,-466.9675
2010-09-08 18:15:05,-471.275999987598
2010-09-09 18:15:05,-471.11313600000005
2010-09-10 18:15:05,-530.1854999875981
2010-09-11 18:15:05,-502.2
2010-09-12 18:15:05,-594.73110015
2010-09-13 18:15:05,-508.48199999999997
2010-09-14 18:15:05,-624.974384407958
2010-09-15 18:15:05,-1645.0
2010-09-16 18:15:05,-588.05
2010-09-17 18:15:05,-657.72
2010-09-18 18:15:05,-721.6540380000001
2010-09-19 18:15:05,-657.2895
2010-09-20 18:15:05,-668.87
2010-09-21 18:15:05,-560.2049999936701
2010-09-22 18:15:05,-543.2199999999998
2010-09-23 18:15:05,-667.8
2010-09-24 18:15:05,-772.5630000000001
2010-09-25 18:15:05,-630.24
2010-09-26 18:15:05,-613.44815
2010-09-27 18:15:05,-740.25015588
2010-09-28 18:15:05,-677.2422889000002
2010-09-29 18:15:05,-550.3174443
2010-09-30 18:15:05,-436.536
2010-10-01 18:15:05,-483.55748056
2010-10-02 18:15:05,-337.8940685064661
2010-10-03 18:15:05,-371.46952303681803
2010-10-04 18:15:05,-477.39999993242003
2010-10-05 18:15:05,-387.5115
2010-10-06 18:15:05,-481.07999993100304
2010-10-07 18:15:05,-551.87
2010-10-08 18:15:05,-682.0
2010-10-09 18:15:05,-918.0765
2010-10-10 18:15:05,-1032.0
2010-10-11 18:15:05,-1073.3249998581912
2010-10-12 18:15:05,-792.0
2010-10-13 18:15:05,-802.75
2010-10-14 18:15:05,-1007.96325
2010-10-15 18:15:05,-1100.75
2010-10-16 18:15:05,-1302.55
2010-10-17 18:15:05,-1473.45
2010-10-18 18:15:05,-1344.1479399999996
2010-10-19 18:15:05,-1244.16
2010-10-20 18:15:05,-1205.1
2010-10-21 18:15:05,-1269.84915348965
2010-10-22 18:15:05,-818.55
2010-10-23 18:15:05,-948.3815495
2010-10-24 18:15:05,-1795.5
2010-10-25 18:15:05,-1575.0
2010-10-26 18:15:05,-2299.0
2010-10-27 18:15:05,-2014.0
2010-10-28 18:15:05,-2042.6075
2010-10-29 18:15:05,-2244.25
2010-10-30 18:15:05,-2302.8
2010-10-31 18:15:05,-1810.9
2010-11-01 18:15:05,-1856.5
2010-11-02 18:15:05,-1642.2
2010-11-03 18:15:05,-2763.75
2010-11-04 18:15:05,-2253.8955
2010-11-05 18:15:05,-2626.905
2010-11-06 18:15:05,-2929.0
2010-11-07 18:15:05,-6199.9876
2010-11-08 18:15:05,-4828.1929
2010-11-09 18:15:05,-4041.6
2010-11-10 18:15:05,-2573.655
2010-11-11 18:15:05,-2784.0
2010-11-12 18:15:05,-2146.05
2010-11-13 18:15:05,-3285.0
2010-11-14 18:15:05,-3558.1
2010-11-15 18:15:05,-3124.94
2010-11-16 18:15:05,-2558.299304
2010-11-17 18:15:05,-3500.0000000000005
2010-11-18 18:15:05,-3813.48685
2010-11-19 18:15:05,-2348.9
2010-11-20 18:15:05,-1661.5390299999995
2010-11-21 18:15:05,-1957.1607
2010-11-22 18:15:05,-2255.8308
2010-11-23 18:15:05,-2072.724534
2010-11-24 18:15:05,-2617.5697731000005
2010-11-25 18:15:05,-2150.724
2010-11-26 18:15:05,-2933.24307
2010-11-27 18:15:05,-2602.24800601
2010-11-28 18:15:05,-2362.2601539
2010-11-29 18:15:05,-2957.39163
2010-11-30 18:15:05,-2887.497250000001
2010-12-01 18:15:05,-1991.2455
2010-12-02 18:15:05,-2412.4825
2010-12-03 18:15:05,-2450.874894
2010-12-04 18:15:05,-2834.9524109999998
2010-12-05 18:15:05,-2796.4950867915504
2010-12-06 18:15:05,-2699.98758289575
2010-12-07 18:15:05,-2632.89273492038
2010-12-08 18:15:05,-2860.915184
2010-12-09 18:15:05,-2984.988711561024
2010-12-10 18:15:05,-1529.9877597776401
2010-12-11 18:15:05,-1956.4824260845498
2010-12-12 18:15:05,-1983.5614831277999
2010-12-13 18:15:05,-1728.770402716214
2010-12-14 18:15:05,-1874.4921894967001
2010-12-15 18:15:05,-2208.84213286464
2010-12-16 18:15:05,-2286.844245464321
2010-12-17 18:15:05,-2205.73627542315
2010-12-18 18:15:05,-1967.0453582647199
2010-12-19 18:15:05,-2299.051966010583
2010-12-20 18:15:05,-2186.22832074625
2010-12-21 18:15:05,-2650.5020135547634
2010-12-22 18:15:05,-2109.2526260511604
2010-12-23 18:15:05,-1787.485
2010-12-24 18:15:05,-1874.97792668
2010-12-25 18:15:05,-2024.98814237
2010-12-26 18:15:05,-1984.47375007
2010-12-27 18:15:05,-2133.22128757065
2010-12-28 18:15:05,-2365.9746422507997
2010-12-29 18:15:05,-2588.56312252748
2010-12-30 18:15:05,-2399.9522844763856
2010-12-31 18:15:05,-2459.984794840351
2011-01-01 18:15:05,-2669.961454364305
2011-01-02 18:15:05,-2699.9366130921635
2011-01-03 18:15:05,-2459.774685469773
2011-01-04 18:15:05,-2129.259044555038
2011-01-05 18:15:05,-2242.4675425951323
2011-01-06 18:15:05,-2197.62381483879
2011-01-07 18:15:05,-2318.3763249113604
2011-01-08 18:15:05,-3099.81434204
2011-01-09 18:15:05,-2454.7403379267184
2011-01-10 18:15:05,-2747.1240600969895
2011-01-11 18:15:05,-2664.89013
2011-01-12 18:15:05,-2922.4152548254997
2011-01-13 18:15:05,-3746.2176
2011-01-14 18:15:05,-3914.9752775085
2011-01-15 18:15:05,-3439.9560489040005
2011-01-16 18:15:05,-3459.968659968
2011-01-17 18:15:05,-3459.938894288
2011-01-18 18:15:05,-3016.947424395167
2011-01-19 18:15:05,-3009.8634924024964
2011-01-20 18:15:05,-3086.953192748775
2011-01-21 18:15:05,-3915.9909862656
2011-01-22 18:15:05,-3524.982784067139
2011-01-23 18:15:05,-3776.4209371768325
2011-01-24 18:15:05,-3986.86308677883
2011-01-25 18:15:05,-3314.9405
2011-01-26 18:15:05,-4143.6951498442495
2011-01-27 18:15:05,-3338.995474
2011-01-28 18:15:05,-3667.4415
2011-01-29 18:15:05,-3344.8608675883197
2011-01-30 18:15:05,-3935.8938778176002
2011-01-31 18:15:05,-3748.305
2011-02-01 18:15:05,-8501.852966514
2011-02-02 18:15:05,-6804.5666722800015
2011-02-03 18:15:05,-5587.411357695
2011-02-04 18:15:05,-8359.924438492
2011-02-05 18:15:05,-8387.60699665014
2011-02-06 18:15:05,-8049.8804
2011-02-07 18:15:05,-9330.079738778024
2011-02-08 18:15:05,-7739.711558325
2011-02-09 18:15:05,-8555.207534843199
2011-02-10 18:15:05,-10394.116651512
2011-02-11 18:15:05,-9611.562583935343
2011-02-12 18:15:05,-10353.361325606336
2011-02-13 18:15:05,-11015.6544
2011-02-14 18:15:05,-10041.6996
2011-02-15 18:15:05,-11500.0886
2011-02-16 18:15:05,-12129.459822515733
2011-02-17 18:15:05,-12601.625246515732
2011-02-18 18:15:05,-11341.5689126
2011-02-19 18:15:05,-8975.4798
2011-02-20 18:15:05,-8975.850518719999
2011-02-21 18:15:05,-8179.8402000000015
