"SP500.Adj.Close","seasonal","trend","remainder"
930.349996,20.5018723050393,914.790968959969,-4.94284526500826
928.900004,17.3972153568655,911.531662406367,-0.0288737632328093
927.450012,17.3972153568655,908.272355852766,1.78044079036886
934.700012,17.3972153568655,904.911026224135,12.3917704189998
906.650024,17.3972153568655,901.549696595504,-12.296887952369
909.72998,12.9997206593168,898.193461050372,-1.46320170968875
890.349976,12.9997206593168,894.83722550524,-17.4869701645572
883.653320667,12.9997206593168,890.641922239694,-19.9883222320109
876.956665333,12.9997206593168,886.446618974148,-22.4896743004646
870.26001,7.07783539731813,882.633811539643,-19.4516369369611
871.789978,7.07783539731813,878.821004105138,-14.108861502456
842.619995,7.07783539731813,875.491565527335,-39.949405924653
843.73999,7.07783539731813,872.162126949532,-35.4999723468499
850.119995,2.53580079848666,869.515130335748,-21.9309361342351
838.894989,2.53580079848666,866.868133721965,-30.5089455204519
827.669983,2.53580079848666,864.819061116269,-39.6848789147558
816.444977,2.53580079848666,862.769988510573,-48.8608123090597
805.219971,-2.68163608637346,861.856272250209,-53.9546651638358
840.23999,-2.68163608637346,860.942555989845,-18.0209299034718
827.5,-2.68163608637346,861.281252130957,-31.0996160445835
831.950012,-2.68163608637346,861.619948272069,-26.9883001856953
833.490010333,-5.54676142609839,862.466041059153,-23.429269300055
835.030008667,-5.54676142609839,863.312133846238,-22.7353637531397
836.570007,-5.54676142609839,864.133234898081,-22.0164664719822
845.710022,-5.54676142609839,864.954335949923,-13.6975525238247
874.090027,-5.93638799739017,865.098744918217,14.9276700791733
845.140015,-5.93638799739017,865.243153886511,-14.1667508891206
825.880005,-5.93638799739017,865.180346525956,-33.363953528566
825.733337333,-5.93638799739017,865.117539165401,-33.4478138350113
825.586669667,-8.15824978557376,864.965812089989,-31.2208926374155
825.440002,-8.15824978557376,864.814085014577,-31.2158332290034
838.51001,-8.15824978557376,864.561481593111,-17.8932218075369
832.22998,-8.15824978557376,864.308878171644,-23.9206483860702
845.849976,-12.8667393088107,864.000922155654,-5.28420684684284
868.599976,-12.8667393088107,863.692966139663,17.7737491691475
869.029989,-12.8667393088107,862.495836944578,19.4008913642326
869.460002,-12.8667393088107,861.298707749493,21.0280335593179
869.890015,-19.2586017155154,855.718176399349,33.4304403161661
827.159973,-19.2586017155154,850.137645049206,-3.71907033369018
833.73999,-19.2586017155154,842.186642313913,10.8119494016021
835.190002,-19.2586017155154,834.235639578621,20.2129641368944
826.840027,-23.7905607586749,826.756272211786,23.8743155468887
817.422516,-23.7905607586749,819.276904844951,21.9361719137237
808.005005,-23.7905607586749,811.987690092578,19.8078756660971
798.587494,-23.7905607586749,804.698475340204,17.6795794184704
789.169983,-23.7943182391537,799.196161458742,13.7681397804121
788.419983,-23.7943182391537,793.693847577279,18.520453661875
778.940002,-23.7943182391537,789.064224967075,13.6700952720793
770.049988,-23.7943182391537,784.43460235687,9.40970388228334
761.143331,-24.2353925536926,779.59815309226,5.7805704614326
752.236674,-24.2353925536926,774.761703827649,1.71036272604317
743.330017,-24.2353925536926,767.311100253235,0.254309300457749
773.140015,-24.2353925536926,759.86049667882,37.5149108748724
764.900024,-25.8265231720329,754.997089796394,35.7294573756392
752.830017,-25.8265231720329,750.133682913968,28.5228572580654
735.090027,-25.8265231720329,745.493656548344,15.4228936236889
723.666687,-25.8265231720329,740.853630182721,8.63957998931244
712.243347,-27.2003511519873,738.069995662555,1.37370248943262
700.820007,-27.2003511519873,735.286361142389,-7.2660029904016
696.330017,-27.2003511519873,731.890325266752,-8.35995711476437
712.869995,-27.2003511519873,728.494289391114,11.576056760873
682.549988,-28.1772503098145,725.48105694881,-14.7538186389959
683.380005,-28.1772503098145,722.467824506507,-10.910569196692
681.096679667,-28.1772503098145,728.205375690434,-18.93144571362
678.813354333,-28.1772503098145,733.942926874362,-26.9523222315479
676.530029,-27.3466909521926,742.329966052257,-38.4532461000645
719.599976,-27.3466909521926,750.717005230152,-3.77033827795913
721.359985,-27.3466909521926,751.47083179442,-2.76415584222718
750.73999,-27.3466909521926,752.224658358688,25.8620225935045
756.549988,-29.0464945950882,753.357616148164,32.238866446924
755.663330333,-29.0464945950882,754.49057393764,30.2192509904479
754.776672667,-29.0464945950882,755.718348613501,28.1048186485873
753.890015,-29.0464945950882,756.946123289361,25.9903863057268
778.119995,-29.4175108938017,760.087449752366,47.450056141436
794.349976,-29.4175108938017,763.22877621537,60.5387106784315
784.039978,-29.4175108938017,766.719618900044,46.7378699937582
768.539978,-29.4175108938017,770.210461584717,27.7470273090848
786.666646333,-26.9854218573437,773.725138854691,39.9269293356524
804.793314667,-26.9854218573437,777.239816124666,54.538920399678
822.919983,-26.9854218573437,779.53548585982,70.3699189975237
806.119995,-26.9854218573437,781.831155594974,51.2742612623695
813.880005,-26.6075537576167,783.095006009109,57.392552748508
832.859985,-26.6075537576167,784.358856423243,75.1086823343738
815.940002,-26.6075537576167,784.817271331903,57.7302844257133
806.470011,-26.6075537576167,785.275686240564,47.8018785170526
797.00002,-26.9288957361773,786.688350221959,37.2405655142184
787.530029,-26.9288957361773,788.101014203354,26.3579105328237
797.869995,-26.9288957361773,789.609803562449,35.1890871737285
811.080017,-26.9288957361773,791.118592921544,46.8903198146331
834.380005,-25.1710853054339,794.239057958637,65.3120323467972
842.5,-25.1710853054339,797.359522995729,70.3115623097045
840.159993333,-25.1710853054339,799.775642071489,65.5554365669454
837.819986667,-25.1710853054339,802.191761147248,60.7993108251864
835.47998,-32.0900726039375,806.404618885077,61.1654337188608
815.549988,-32.0900726039375,810.617476622906,37.0225839810319
825.159973,-32.0900726039375,813.777172261396,43.4728733425416
856.559998,-32.0900726039375,816.936867899886,71.713202704051
857.1024935,-39.2179075156439,820.124055356981,76.1963456586627
857.644989,-39.2179075156439,823.311242814076,73.5516537015679
858.1874845,-39.2179075156439,824.616338134481,72.7890538811628
858.72998,-39.2179075156439,825.921433454886,72.0264540607577
841.5,-40.3034682979051,826.204125328175,55.5993429697304
852.059998,-40.3034682979051,826.486817201463,65.8766490964418
865.299988,-40.3034682979051,825.663456962133,79.9399993357725
869.599976,-40.3034682979051,824.840096722802,85.0633475751031
857.196655667,-40.4302343405198,824.064355786101,73.562534221419
844.793335333,-40.4302343405198,823.2886148494,61.9349548241202
832.390015,-40.4302343405198,823.234462816774,49.5857865237459
850.080017,-40.4302343405198,823.180310784148,67.3299405563716
843.549988,-36.1923043523408,823.511933129684,56.2303592226564
851.919983,-36.1923043523408,823.84355547522,64.2687318771203
866.22998,-36.1923043523408,825.863359400636,76.5589249517052
863.323323333,-36.1923043523408,827.883163326051,71.6324643592902
