"EuroPriceInUSD","seasonal","trend","remainder"
1.37713333333,-0.00556119196356691,1.37893764538927,0.00375687990429374
1.36766666667,-0.0104670305510185,1.37749544377767,0.000638253443350001
1.3582,-0.0104670305510185,1.37605324216606,-0.00738621161504494
1.3332,-0.0104670305510185,1.37445401441815,-0.0307869838671362
1.3595,-0.0104670305510185,1.37285478667025,-0.00288775611922754
1.3617,-0.0149660724330051,1.37114076634334,0.00552530608966273
1.3684,-0.0149660724330051,1.36942674601644,0.0139393264165666
1.35873333333,-0.0149660724330051,1.36799387826278,0.00570552750022646
1.34906666667,-0.0149660724330051,1.36656101050912,-0.00252827140611367
1.3394,-0.0169987543442963,1.36095192068792,-0.00455316634362846
1.3262,-0.0169987543442963,1.35534283086673,-0.0121440765224339
1.3173,-0.0169987543442963,1.35113316599536,-0.0168344116510644
1.3085,-0.0169987543442963,1.34692350112399,-0.0214247467796944
1.327,-0.0161907217934283,1.34176747765684,0.00142324413658934
1.32406666667,-0.0161907217934283,1.33661145418969,0.00364593427374138
1.32113333333,-0.0161907217934283,1.33436185059356,0.00296220452987273
1.3182,-0.0161907217934283,1.33211224699742,0.00227847479600407
1.293,-0.0163238073017536,1.32699555703567,-0.0176717497339189
1.291,-0.0163238073017536,1.32187886707392,-0.0145550597721669
1.2984,-0.0163238073017536,1.3179172179726,-0.00319341067084689
1.2795,-0.0163238073017536,1.31395556887128,-0.0181317615695267
1.286,-0.0144461325533223,1.31056845551102,-0.0101223229577012
1.2925,-0.0144461325533223,1.30718134215077,-0.000235209597444275
1.299,-0.0144461325533223,1.30462956562819,0.00881656692513233
1.3174,-0.0144461325533223,1.30207778910561,0.029768343447709
1.326,-0.0140179345104925,1.30019721429806,0.0398207202124292
1.3111,-0.0140179345104925,1.29831663949051,0.026801295019979
1.2816,-0.0140179345104925,1.2964426767276,-0.0008247422171066
1.27973333333,-0.0140179345104925,1.29456871396468,-0.000817446124192323
1.27786666667,-0.0140137475296841,1.29499830730311,-0.00311789310342836
1.276,-0.0140137475296841,1.29542790064154,-0.00541415311185611
1.2849,-0.0140137475296841,1.29659345698236,0.00232029054732652
1.2818,-0.0140137475296841,1.29775901332317,-0.00194526579349064
