Date,CostPerTransaction
2009-07-16 18:15:05,0.0
2009-07-17 18:15:05,0.0
2009-07-18 18:15:05,0.0
2009-07-19 18:15:05,0.0
2009-07-20 18:15:05,0.0
2009-07-21 18:15:05,0.0
2009-07-22 18:15:05,0.0
2009-07-23 18:15:05,0.0
2009-07-24 18:15:05,0.0
2009-07-25 18:15:05,0.0
2009-07-26 18:15:05,0.0
2009-07-27 18:15:05,0.0
2009-07-28 18:15:05,0.0
2009-07-29 18:15:05,0.0
2009-07-30 18:15:05,0.0
2009-07-31 18:15:05,0.0
2009-08-01 18:15:05,0.0
2009-08-02 18:15:05,0.0
2009-08-03 18:15:05,0.0
2009-08-04 18:15:05,0.0
2009-08-05 18:15:05,0.0
2009-08-06 18:15:05,0.0
2009-08-07 18:15:05,0.0
2009-08-08 18:15:05,0.0
2009-08-09 18:15:05,0.0
2009-08-10 18:15:05,0.0
2009-08-11 18:15:05,0.0
2009-08-12 18:15:05,0.0
2009-08-13 18:15:05,0.0
2009-08-14 18:15:05,0.0
2009-08-15 18:15:05,0.0
2009-08-16 18:15:05,0.0
2009-08-17 18:15:05,0.0
2009-08-18 18:15:05,0.0
2009-08-19 18:15:05,0.0
2009-08-20 18:15:05,0.0
2009-08-21 18:15:05,0.0
2009-08-22 18:15:05,0.0
2009-08-23 18:15:05,0.0
2009-08-24 18:15:05,0.0
2009-08-25 18:15:05,0.0
2009-08-26 18:15:05,0.0
2009-08-27 18:15:05,0.0
2009-08-28 18:15:05,0.0
2009-08-29 18:15:05,0.0
2009-08-30 18:15:05,0.0
2009-08-31 18:15:05,0.0
2009-09-01 18:15:05,0.0
2009-09-02 18:15:05,0.0
2009-09-03 18:15:05,0.0
2009-09-04 18:15:05,0.0
2009-09-05 18:15:05,0.0
2009-09-06 18:15:05,0.0
2009-09-07 18:15:05,0.0
2009-09-08 18:15:05,0.0
2009-09-09 18:15:05,0.0
2009-09-10 18:15:05,0.0
2009-09-11 18:15:05,0.0
2009-09-12 18:15:05,0.0
2009-09-13 18:15:05,0.0
2009-09-14 18:15:05,0.0
2009-09-15 18:15:05,0.0
2009-09-16 18:15:05,0.0
2009-09-17 18:15:05,0.0
2009-09-18 18:15:05,0.0
2009-09-19 18:15:05,0.0
2009-09-20 18:15:05,0.0
2009-09-21 18:15:05,0.0
2009-09-22 18:15:05,0.0
2009-09-23 18:15:05,0.0
2009-09-24 18:15:05,0.0
2009-09-25 18:15:05,0.0
2009-09-26 18:15:05,0.0
2009-09-27 18:15:05,0.0
2009-09-28 18:15:05,0.0
2009-09-29 18:15:05,0.0
2009-09-30 18:15:05,0.0
2009-10-01 18:15:05,0.0
2009-10-02 18:15:05,0.0
2009-10-03 18:15:05,0.0
2009-10-04 18:15:05,0.0
2009-10-05 18:15:05,0.0
2009-10-06 18:15:05,0.0
2009-10-07 18:15:05,0.0
2009-10-08 18:15:05,0.0
2009-10-09 18:15:05,0.0
2009-10-10 18:15:05,0.0
2009-10-11 18:15:05,0.0
2009-10-12 18:15:05,0.0
2009-10-13 18:15:05,0.0
2009-10-14 18:15:05,0.0
2009-10-15 18:15:05,0.0
2009-10-16 18:15:05,0.0
2009-10-17 18:15:05,0.0
2009-10-18 18:15:05,0.0
2009-10-19 18:15:05,0.0
2009-10-20 18:15:05,0.0
2009-10-21 18:15:05,0.0
2009-10-22 18:15:05,0.0
2009-10-23 18:15:05,0.0
2009-10-24 18:15:05,0.0
2009-10-25 18:15:05,0.0
2009-10-26 18:15:05,0.0
2009-10-27 18:15:05,0.0
2009-10-28 18:15:05,0.0
2009-10-29 18:15:05,0.0
2009-10-30 18:15:05,0.0
2009-10-31 18:15:05,0.0
2009-11-01 18:15:05,0.0
2009-11-02 18:15:05,0.0
2009-11-03 18:15:05,0.0
2009-11-04 18:15:05,0.0
2009-11-05 18:15:05,0.0
2009-11-06 18:15:05,0.0
2009-11-07 18:15:05,0.0
2009-11-08 18:15:05,0.0
2009-11-09 18:15:05,0.0
2009-11-10 18:15:05,0.0
2009-11-11 18:15:05,0.0
2009-11-12 18:15:05,0.0
2009-11-13 18:15:05,0.0
2009-11-14 18:15:05,0.0
2009-11-15 18:15:05,0.0
2009-11-16 18:15:05,0.0
2009-11-17 18:15:05,0.0
2009-11-18 18:15:05,0.0
2009-11-19 18:15:05,0.0
2009-11-20 18:15:05,0.0
2009-11-21 18:15:05,0.0
2009-11-22 18:15:05,0.0
2009-11-23 18:15:05,0.0
2009-11-24 18:15:05,0.0
2009-11-25 18:15:05,0.0
2009-11-26 18:15:05,0.0
2009-11-27 18:15:05,0.0
2009-11-28 18:15:05,0.0
2009-11-29 18:15:05,0.0
2009-11-30 18:15:05,0.0
2009-12-01 18:15:05,0.0
2009-12-02 18:15:05,0.0
2009-12-03 18:15:05,0.0
2009-12-04 18:15:05,0.0
2009-12-05 18:15:05,0.0
2009-12-06 18:15:05,0.0
2009-12-07 18:15:05,0.0
2009-12-08 18:15:05,0.0
2009-12-09 18:15:05,0.0
2009-12-10 18:15:05,0.0
2009-12-11 18:15:05,0.0
2009-12-12 18:15:05,0.0
2009-12-13 18:15:05,0.0
2009-12-14 18:15:05,0.0
2009-12-15 18:15:05,0.0
2009-12-16 18:15:05,0.0
2009-12-17 18:15:05,0.0
2009-12-18 18:15:05,0.0
2009-12-19 18:15:05,0.0
2009-12-20 18:15:05,0.0
2009-12-21 18:15:05,0.0
2009-12-22 18:15:05,0.0
2009-12-23 18:15:05,0.0
2009-12-24 18:15:05,0.0
2009-12-25 18:15:05,0.0
2009-12-26 18:15:05,0.0
2009-12-27 18:15:05,0.0
2009-12-28 18:15:05,0.0
2009-12-29 18:15:05,0.0
2009-12-30 18:15:05,0.0
2009-12-31 18:15:05,0.0
2010-01-01 18:15:05,0.0
2010-01-02 18:15:05,0.0
2010-01-03 18:15:05,0.0
2010-01-04 18:15:05,0.0
2010-01-05 18:15:05,0.0
2010-01-06 18:15:05,0.0
2010-01-07 18:15:05,0.0
2010-01-08 18:15:05,0.0
2010-01-09 18:15:05,0.0
2010-01-10 18:15:05,0.0
2010-01-11 18:15:05,0.0
2010-01-12 18:15:05,0.0
2010-01-13 18:15:05,0.0
2010-01-14 18:15:05,0.0
2010-01-15 18:15:05,0.0
2010-01-16 18:15:05,0.0
2010-01-17 18:15:05,0.0
2010-01-18 18:15:05,0.0
2010-01-19 18:15:05,0.0
2010-01-20 18:15:05,0.0
2010-01-21 18:15:05,0.0
2010-01-22 18:15:05,0.0
2010-01-23 18:15:05,0.0
2010-01-24 18:15:05,0.0
2010-01-25 18:15:05,0.0
2010-01-26 18:15:05,0.0
2010-01-27 18:15:05,0.0
2010-01-28 18:15:05,0.0
2010-01-29 18:15:05,0.0
2010-01-30 18:15:05,0.0
2010-01-31 18:15:05,0.0
2010-02-01 18:15:05,0.0
2010-02-02 18:15:05,0.0
2010-02-03 18:15:05,0.0
2010-02-04 18:15:05,0.0
2010-02-05 18:15:05,0.0
2010-02-06 18:15:05,0.0
2010-02-07 18:15:05,0.0
2010-02-08 18:15:05,0.0
2010-02-09 18:15:05,0.0
2010-02-10 18:15:05,0.0
2010-02-11 18:15:05,0.0
2010-02-12 18:15:05,0.0
2010-02-13 18:15:05,0.0
2010-02-14 18:15:05,0.0
2010-02-15 18:15:05,0.0
2010-02-16 18:15:05,0.0
2010-02-17 18:15:05,0.0
2010-02-18 18:15:05,0.0
2010-02-19 18:15:05,0.0
2010-02-20 18:15:05,0.0
2010-02-21 18:15:05,0.0
2010-02-22 18:15:05,0.0
2010-02-23 18:15:05,0.0
2010-02-24 18:15:05,0.0
2010-02-25 18:15:05,0.0
2010-02-26 18:15:05,0.0
2010-02-27 18:15:05,0.0
2010-02-28 18:15:05,0.0
2010-03-01 18:15:05,0.0
2010-03-02 18:15:05,0.0
2010-03-03 18:15:05,0.0
2010-03-04 18:15:05,0.0
2010-03-05 18:15:05,0.0
2010-03-06 18:15:05,0.0
2010-03-07 18:15:05,0.0
2010-03-08 18:15:05,0.0
2010-03-09 18:15:05,0.0
2010-03-10 18:15:05,0.0
2010-03-11 18:15:05,0.0
2010-03-12 18:15:05,0.0
2010-03-13 18:15:05,0.0
2010-03-14 18:15:05,0.0
2010-03-15 18:15:05,0.0
2010-03-16 18:15:05,0.0
2010-03-17 18:15:05,0.0
2010-03-18 18:15:05,0.0
2010-03-19 18:15:05,0.0
2010-03-20 18:15:05,0.0
2010-03-21 18:15:05,0.0
2010-03-22 18:15:05,0.0
2010-03-23 18:15:05,0.0
2010-03-24 18:15:05,0.0
2010-03-25 18:15:05,0.0
2010-03-26 18:15:05,0.0
2010-03-27 18:15:05,0.0
2010-03-28 18:15:05,0.0
2010-03-29 18:15:05,0.0
2010-03-30 18:15:05,0.0
2010-03-31 18:15:05,0.0
2010-04-01 18:15:05,0.0
2010-04-02 18:15:05,0.0
2010-04-03 18:15:05,0.0
2010-04-04 18:15:05,0.0
2010-04-05 18:15:05,0.0
2010-04-06 18:15:05,0.0
2010-04-07 18:15:05,0.0
2010-04-08 18:15:05,0.0
2010-04-09 18:15:05,0.0
2010-04-10 18:15:05,0.0
2010-04-11 18:15:05,0.0
2010-04-12 18:15:05,0.0
2010-04-13 18:15:05,0.0
2010-04-14 18:15:05,0.0
2010-04-15 18:15:05,0.0
2010-04-16 18:15:05,0.0
2010-04-17 18:15:05,0.0
2010-04-18 18:15:05,0.0
2010-04-19 18:15:05,0.0
2010-04-20 18:15:05,0.0
2010-04-21 18:15:05,0.0
2010-04-22 18:15:05,0.0
2010-04-23 18:15:05,0.0
2010-04-24 18:15:05,0.0
2010-04-25 18:15:05,0.0
2010-04-26 18:15:05,0.0
2010-04-27 18:15:05,0.0
2010-04-28 18:15:05,0.0
2010-04-29 18:15:05,0.0
2010-04-30 18:15:05,0.0
2010-05-01 18:15:05,0.0
2010-05-02 18:15:05,0.0
2010-05-03 18:15:05,0.0
2010-05-04 18:15:05,0.0
2010-05-05 18:15:05,0.0
2010-05-06 18:15:05,0.0
2010-05-07 18:15:05,0.0
2010-05-08 18:15:05,0.0
2010-05-09 18:15:05,0.0
2010-05-10 18:15:05,0.0
2010-05-11 18:15:05,0.0
2010-05-12 18:15:05,0.0
2010-05-13 18:15:05,0.0
2010-05-14 18:15:05,0.0
2010-05-15 18:15:05,0.0
2010-05-16 18:15:05,0.0
2010-05-17 18:15:05,0.0
2010-05-18 18:15:05,0.0
2010-05-19 18:15:05,0.0
2010-05-20 18:15:05,0.0
2010-05-21 18:15:05,0.0
2010-05-22 18:15:05,0.0
2010-05-23 18:15:05,0.0
2010-05-24 18:15:05,0.0
2010-05-25 18:15:05,0.0
2010-05-26 18:15:05,0.0
2010-05-27 18:15:05,0.0
2010-05-28 18:15:05,0.0
2010-05-29 18:15:05,0.0
2010-05-30 18:15:05,0.0
2010-05-31 18:15:05,0.0
2010-06-01 18:15:05,0.0
2010-06-02 18:15:05,0.0
2010-06-03 18:15:05,0.0
2010-06-04 18:15:05,0.0
2010-06-05 18:15:05,0.0
2010-06-06 18:15:05,0.0
2010-06-07 18:15:05,0.0
2010-06-08 18:15:05,0.0
2010-06-09 18:15:05,0.0
2010-06-10 18:15:05,0.0
2010-06-11 18:15:05,0.0
2010-06-12 18:15:05,0.0
2010-06-13 18:15:05,0.0
2010-06-14 18:15:05,0.0
2010-06-15 18:15:05,0.0
2010-06-16 18:15:05,0.0
2010-06-17 18:15:05,0.0
2010-06-18 18:15:05,0.0
2010-06-19 18:15:05,0.0
2010-06-20 18:15:05,0.0
2010-06-21 18:15:05,0.0
2010-06-22 18:15:05,0.0
2010-06-23 18:15:05,0.0
2010-06-24 18:15:05,0.0
2010-06-25 18:15:05,0.0
2010-06-26 18:15:05,0.0
2010-06-27 18:15:05,0.0
2010-06-28 18:15:05,0.0
2010-06-29 18:15:05,0.0
2010-06-30 18:15:05,0.0
2010-07-01 18:15:05,0.0
2010-07-02 18:15:05,0.0
2010-07-03 18:15:05,0.0
2010-07-04 18:15:05,0.0
2010-07-05 18:15:05,0.0
2010-07-06 18:15:05,0.0
2010-07-07 18:15:05,0.0
2010-07-08 18:15:05,0.0
2010-07-09 18:15:05,0.0
2010-07-10 18:15:05,0.0
2010-07-11 18:15:05,0.0
2010-07-12 18:15:05,0.0
2010-07-13 18:15:05,0.0
2010-07-14 18:15:05,0.0
2010-07-15 18:15:05,0.0
2010-07-16 18:15:05,0.0
2010-07-17 18:15:05,0.0
2010-07-18 18:15:05,0.0
2010-07-19 18:15:05,0.0
2010-07-20 18:15:05,0.0
2010-07-21 18:15:05,0.0
2010-07-22 18:15:05,0.0
2010-07-23 18:15:05,0.0
2010-07-24 18:15:05,0.0
2010-07-25 18:15:05,0.0
2010-07-26 18:15:05,0.0
2010-07-27 18:15:05,0.0
2010-07-28 18:15:05,0.0
2010-07-29 18:15:05,0.0
2010-07-30 18:15:05,0.0
2010-07-31 18:15:05,0.0
2010-08-01 18:15:05,0.0
2010-08-02 18:15:05,0.0
2010-08-03 18:15:05,0.0
2010-08-04 18:15:05,0.0
2010-08-05 18:15:05,0.0
2010-08-06 18:15:05,0.0
2010-08-07 18:15:05,0.0
2010-08-08 18:15:05,0.0
2010-08-09 18:15:05,0.0
2010-08-10 18:15:05,0.0
2010-08-11 18:15:05,0.0
2010-08-12 18:15:05,0.0
2010-08-13 18:15:05,0.0
2010-08-14 18:15:05,0.0
2010-08-15 18:15:05,0.0
2010-08-16 18:15:05,0.0
2010-08-17 18:15:05,1.4309517045454545
2010-08-18 18:15:05,1.3055013262599469
2010-08-19 18:15:05,1.308695652173913
2010-08-20 18:15:05,1.3993592964824122
2010-08-21 18:15:05,1.7685942528735634
2010-08-22 18:15:05,1.8876571428571431
2010-08-23 18:15:05,1.840874035989717
2010-08-24 18:15:05,2.0344577151335312
2010-08-25 18:15:05,1.905997474747475
2010-08-26 18:15:05,1.849170053475936
2010-08-27 18:15:05,1.9879725085910651
2010-08-28 18:15:05,1.6716954022988506
2010-08-29 18:15:05,1.9101492537313431
2010-08-30 18:15:05,1.7848958333333336
2010-08-31 18:15:05,1.22255376344086
2010-09-01 18:15:05,1.3998039215686275
2010-09-02 18:15:05,1.5418668831168831
2010-09-03 18:15:05,1.6152866242038215
2010-09-04 18:15:05,1.918304195804196
2010-09-05 18:15:05,1.6814851485148514
2010-09-06 18:15:05,1.8147651006711407
2010-09-07 18:15:05,1.7231273062730628
2010-09-08 18:15:05,1.6139589041095892
2010-09-09 18:15:05,1.3735276967930028
2010-09-10 18:15:05,1.402607142857143
2010-09-11 18:15:05,1.6966216216216217
2010-09-12 18:15:05,1.6992595714285714
2010-09-13 18:15:05,1.1662431192660552
2010-09-14 18:15:05,1.4301487414187644
2010-09-15 18:15:05,3.655555555555555
2010-09-16 18:15:05,1.5475
2010-09-17 18:15:05,1.7354089709762537
2010-09-18 18:15:05,1.6743967517401397
2010-09-19 18:15:05,1.9389070796460175
2010-09-20 18:15:05,1.585
2010-09-21 18:15:05,0.8808254716981131
2010-09-22 18:15:05,0.6798748435544429
2010-09-23 18:15:05,0.9567335243553008
2010-09-24 18:15:05,1.3845215053763442
2010-09-25 18:15:05,1.3974279379157428
2010-09-26 18:15:05,1.3512073788546255
2010-09-27 18:15:05,1.1584528951486697
2010-09-28 18:15:05,1.450252676659529
2010-09-29 18:15:05,0.5515467835671344
2010-09-30 18:15:05,1.2193743016759775
2010-10-01 18:15:05,0.8589559502664298
2010-10-02 18:15:05,0.6744402195608782
2010-10-03 18:15:05,0.9263591022443892
2010-10-04 18:15:05,1.1531400966183574
2010-10-05 18:15:05,1.0977662889518411
2010-10-06 18:15:05,1.1791176470588234
2010-10-07 18:15:05,1.4915405405405406
2010-10-08 18:15:05,1.988338192419825
2010-10-09 18:15:05,2.403341623036649
2010-10-10 18:15:05,2.766756032171582
2010-10-11 18:15:05,3.0842672413793104
2010-10-12 18:15:05,2.1939058171745147
2010-10-13 18:15:05,2.2935714285714286
2010-10-14 18:15:05,2.6808510638297878
2010-10-15 18:15:05,3.305555555555556
2010-10-16 18:15:05,3.1615291262135923
2010-10-17 18:15:05,3.038041237113402
2010-10-18 18:15:05,2.59990328820116
2010-10-19 18:15:05,1.2906224066390042
2010-10-20 18:15:05,1.7389610389610388
2010-10-21 18:15:05,2.1093853820598003
2010-10-22 18:15:05,1.6536363636363636
2010-10-23 18:15:05,1.5222905296950242
2010-10-24 18:15:05,3.795983086680761
2010-10-25 18:15:05,3.288100208768267
2010-10-26 18:15:05,4.730452674897119
2010-10-27 18:15:05,3.5395430579964846
2010-10-28 18:15:05,4.085215
2010-10-29 18:15:05,4.815987124463518
2010-10-30 18:15:05,5.186486486486486
2010-10-31 18:15:05,5.822829581993568
2010-11-01 18:15:05,5.1002747252747245
2010-11-02 18:15:05,5.802826855123676
2010-11-03 18:15:05,8.274700598802395
2010-11-04 18:15:05,6.648659292035399
2010-11-05 18:15:05,6.314675480769231
2010-11-06 18:15:05,7.529562982005141
2010-11-07 18:15:05,13.932556404494386
2010-11-08 18:15:05,9.695783132530119
2010-11-09 18:15:05,8.824454148471615
2010-11-10 18:15:05,6.918427419354838
2010-11-11 18:15:05,6.489510489510488
2010-11-12 18:15:05,7.250168918918918
2010-11-13 18:15:05,9.864864864864863
2010-11-14 18:15:05,8.917543859649124
2010-11-15 18:15:05,1.6846037735849058
2010-11-16 18:15:05,0.2116683213369736
2010-11-17 18:15:05,7.55939524838013
2010-11-18 18:15:05,8.786836059907834
2010-11-19 18:15:05,0.303828741430604
2010-11-20 18:15:05,0.13486041227073525
2010-11-21 18:15:05,0.18864810175370975
2010-11-22 18:15:05,5.7113924050632905
2010-11-23 18:15:05,6.132781065088757
2010-11-24 18:15:05,0.9522217169879956
2010-11-25 18:15:05,0.3655828658847527
2010-11-26 18:15:05,1.902302204928664
2010-11-27 18:15:05,5.310716020408163
2010-11-28 18:15:05,5.169065645514222
2010-11-29 18:15:05,6.798620689655173
2010-11-30 18:15:05,6.3461538461538485
2010-12-01 18:15:05,3.943069306930693
2010-12-02 18:15:05,5.111228813559323
2010-12-03 18:15:05,5.963211678832117
2010-12-04 18:15:05,7.052126865671643
2010-12-05 18:15:05,6.4139908256880735
2010-12-06 18:15:05,6.040268456375839
2010-12-07 18:15:05,4.80456204379562
2010-12-08 18:15:05,5.327625698324022
2010-12-09 18:15:05,5.784883720930233
2010-12-10 18:15:05,4.005235602094241
2010-12-11 18:15:05,3.8819444444444446
2010-12-12 18:15:05,3.5170212765957447
2010-12-13 18:15:05,2.39121438450899
2010-12-14 18:15:05,2.7445095168374816
2010-12-15 18:15:05,3.621081967213115
2010-12-16 18:15:05,4.3726003824091775
2010-12-17 18:15:05,4.385188866799205
2010-12-18 18:15:05,4.221244635193133
2010-12-19 18:15:05,4.203071297989031
2010-12-20 18:15:05,2.3407387580299788
2010-12-21 18:15:05,4.302818993506493
2010-12-22 18:15:05,3.326971608832808
2010-12-23 18:15:05,3.2382246376811588
2010-12-24 18:15:05,3.2439446366782008
2010-12-25 18:15:05,3.6486486486486487
2010-12-26 18:15:05,3.0530656153846154
2010-12-27 18:15:05,4.207593688362919
2010-12-28 18:15:05,4.051369863013698
2010-12-29 18:15:05,4.038377535101404
2010-12-30 18:15:05,4.428029520295203
2010-12-31 18:15:05,4.248690500863559
2011-01-01 18:15:05,4.494919528619528
2011-01-02 18:15:05,4.5530590219224285
2011-01-03 18:15:05,2.8839198124267287
2011-01-04 18:15:05,1.7143984702093402
2011-01-05 18:15:05,1.881279362416107
2011-01-06 18:15:05,2.5854705882352937
2011-01-07 18:15:05,2.6345454545454547
2011-01-08 18:15:05,2.2268827586206896
2011-01-09 18:15:05,2.057656999161777
2011-01-10 18:15:05,2.022938144329897
2011-01-11 18:15:05,2.111648177496038
2011-01-12 18:15:05,2.370235198702352
2011-01-13 18:15:05,2.9474822974036194
2011-01-14 18:15:05,3.046692607003891
2011-01-15 18:15:05,3.6909871244635193
2011-01-16 18:15:05,3.3690360272638755
2011-01-17 18:15:05,4.2401960784313735
2011-01-18 18:15:05,3.4677724137931034
2011-01-19 18:15:05,3.1126008273009313
2011-01-20 18:15:05,3.644628099173554
2011-01-21 18:15:05,3.740210124164279
2011-01-22 18:15:05,2.4634381551362683
2011-01-23 18:15:05,3.5196178937558247
2011-01-24 18:15:05,2.9887556221889056
2011-01-25 18:15:05,3.435233160621762
2011-01-26 18:15:05,4.206852791878172
2011-01-27 18:15:05,3.7102222222222214
2011-01-28 18:15:05,3.5400579150579152
2011-01-29 18:15:05,2.5930232558139537
2011-01-30 18:15:05,1.7866545619609624
2011-01-31 18:15:05,2.0669421487603308
2011-02-01 18:15:05,8.631979695431472
2011-02-02 18:15:05,6.777691135458168
2011-02-03 18:15:05,7.191119691119691
2011-02-04 18:15:05,9.106753812636166
2011-02-05 18:15:05,9.456375422773394
2011-02-06 18:15:05,9.39323220536756
2011-02-07 18:15:05,10.241772777167947
2011-02-08 18:15:05,9.192399049881237
2011-02-09 18:15:05,8.281945788964181
2011-02-10 18:15:05,5.570739549839228
2011-02-11 18:15:05,3.950709001233045
2011-02-12 18:15:05,5.440909090909091
2011-02-13 18:15:05,5.983704508419338
2011-02-14 18:15:05,5.078948432760363
2011-02-15 18:15:05,5.073224525805028
