"SP500.Open","seasonal","trend","remainder"
911.716654333,8.71150537632131,922.942348271728,-19.9371993150492
920.443318667,21.151168050128,920.033818576095,-20.7416679592232
929.169983,21.151168050128,917.125288880462,-9.10647393059037
931.169983,21.151168050128,914.010444213223,-3.99162926335077
927.450012,21.151168050128,910.895599545983,-4.59675559611128
905.72998,15.4512210232949,907.608807078865,-17.3300481021596
909.909973,15.4512210232949,904.322014611746,-9.86326263504088
903.406656667,15.4512210232949,900.344057406553,-12.3886217628482
896.903340333,15.4512210232949,896.366100201361,-14.9139808916556
890.400024,12.2123965138533,890.995617526632,-12.8079900404848
869.789978,12.2123965138533,885.625134851903,-28.0475533657559
867.280029,12.2123965138533,881.589120622161,-26.5214881360141
841.98999,12.2123965138533,877.553106392419,-47.7755129062724
844.450012,6.15568563211308,874.834374690546,-36.5400483226589
845.74751275,6.15568563211308,872.115642988672,-32.5238158707855
847.0450135,6.15568563211308,870.23775249211,-29.3484246242231
848.34251425,6.15568563211308,868.359861995547,-26.1730333776605
849.640015,1.04408137164192,866.974611601003,-18.3786779726451
806.77002,1.04408137164192,865.589361206459,-59.8634225781005
839.73999,1.04408137164192,864.808850083451,-26.1129414550929
822.159973,1.04408137164192,864.028338960444,-42.9124473320854
825.606648667,-1.43228357024529,863.741504739472,-36.7025725022268
829.053324333,-1.43228357024529,863.454670518501,-32.9690626152552
832.5,-1.43228357024529,864.744215694272,-30.8119321240263
837.299988,-1.43228357024529,866.033760870043,-27.3014892997974
845.72998,-2.89435041805465,867.690525632066,-19.066195214011
868.890015,-2.89435041805465,869.347290394089,2.43707502396603
845.690002,-2.89435041805465,869.956816738294,-21.3724643202396
838.156677,-2.89435041805465,870.5663430825,-29.5153156644454
830.623352,-3.32769874039556,870.49624232474,-36.545191584344
823.090027,-3.32769874039556,870.426141566979,-44.0084158265837
825.690002,-3.32769874039556,870.123220616487,-41.1055198760913
837.77002,-3.32769874039556,869.820299665995,-28.722580925599
831.75,-7.07224831643811,869.185848025659,-30.3635997092214
846.090027,-7.07224831643811,868.551396385324,-15.3891210688862
853.473348,-7.07224831643811,866.358195999959,-5.81259968352072
860.856669,-7.07224831643811,864.164995614593,3.76392170184465
868.23999,-11.0837033725816,862.16190327596,17.1617900966219
866.869995,-11.0837033725816,860.158810937326,17.7948874352556
827.409973,-11.0837033725816,854.292897087237,-15.7992207146555
829.909973,-11.0837033725816,848.426983237148,-7.43330686456659
833.950012,-16.5209186407288,844.487258633908,5.98367200682071
830.11500525,-16.5209186407288,840.547534030668,6.08838986006083
826.2799985,-16.5209186407288,834.826864545359,7.97405259537004
822.44499175,-16.5209186407288,829.10619506005,9.85971533067902
818.609985,-20.9865817433583,821.021298223355,18.575268520003
