Date,MinersRevenue
2009-05-16,0.0
2009-05-17,0.0
2009-05-18,0.0
2009-05-19,0.0
2009-05-20,0.0
2009-05-21,0.0
2009-05-22,0.0
2009-05-23,0.0
2009-05-24,0.0
2009-05-25,0.0
2009-05-26,0.0
2009-05-27,0.0
2009-05-28,0.0
2009-05-29,0.0
2009-05-30,0.0
2009-05-31,0.0
2009-01-06,0.0
2009-02-06,0.0
2009-03-06,0.0
2009-04-06,0.0
2009-05-06,0.0
2009-06-06,0.0
2009-07-06,0.0
2009-08-06,0.0
2009-09-06,0.0
2009-10-06,0.0
2009-11-06,0.0
2009-12-06,0.0
2009-06-13,0.0
2009-06-14,0.0
2009-06-15,0.0
2009-06-16,0.0
2009-06-17,0.0
2009-06-18,0.0
2009-06-19,0.0
2009-06-20,0.0
2009-06-21,0.0
2009-06-22,0.0
2009-06-23,0.0
2009-06-24,0.0
2009-06-25,0.0
2009-06-26,0.0
2009-06-27,0.0
2009-06-28,0.0
2009-06-29,0.0
2009-06-30,0.0
2009-01-07,0.0
2009-02-07,0.0
2009-03-07,0.0
2009-04-07,0.0
2009-05-07,0.0
2009-06-07,0.0
2009-07-07,0.0
2009-08-07,0.0
2009-09-07,0.0
2009-10-07,0.0
2009-11-07,0.0
2009-12-07,0.0
2009-07-13,0.0
2009-07-14,0.0
2009-07-15,0.0
2009-07-16,0.0
2009-07-17,0.0
2009-07-18,0.0
2009-07-19,0.0
2009-07-20,0.0
2009-07-21,0.0
2009-07-22,0.0
2009-07-23,0.0
2009-07-24,0.0
2009-07-25,0.0
2009-07-26,0.0
2009-07-27,0.0
2009-07-28,0.0
2009-07-29,0.0
2009-07-30,0.0
2009-07-31,0.0
2009-01-08,0.0
2009-02-08,0.0
2009-03-08,0.0
2009-04-08,0.0
2009-05-08,0.0
2009-06-08,0.0
2009-07-08,0.0
2009-08-08,0.0
2009-09-08,0.0
2009-10-08,0.0
2009-11-08,0.0
2009-12-08,0.0
2009-08-13,0.0
2009-08-14,0.0
2009-08-15,0.0
2009-08-16,0.0
2009-08-17,0.0
2009-08-18,0.0
2009-08-19,0.0
2009-08-20,0.0
2009-08-21,0.0
2009-08-22,0.0
2009-08-23,0.0
2009-08-24,0.0
2009-08-25,0.0
2009-08-26,0.0
2009-08-27,0.0
2009-08-28,0.0
2009-08-29,0.0
2009-08-30,0.0
2009-08-31,0.0
2009-01-09,0.0
2009-02-09,0.0
2009-03-09,0.0
2009-04-09,0.0
2009-05-09,0.0
2009-06-09,0.0
2009-07-09,0.0
2009-08-09,0.0
2009-09-09,0.0
2009-10-09,0.0
2009-11-09,0.0
2009-12-09,0.0
2009-09-13,0.0
2009-09-14,0.0
2009-09-15,0.0
2009-09-16,0.0
2009-09-17,0.0
2009-09-18,0.0
2009-09-19,0.0
2009-09-20,0.0
2009-09-21,0.0
2009-09-22,0.0
2009-09-23,0.0
2009-09-24,0.0
2009-09-25,0.0
2009-09-26,0.0
2009-09-27,0.0
2009-09-28,0.0
2009-09-29,0.0
2009-09-30,0.0
2009-01-10,0.0
2009-02-10,0.0
2009-03-10,0.0
2009-04-10,0.0
2009-05-10,0.0
2009-06-10,0.0
2009-07-10,0.0
2009-08-10,0.0
2009-09-10,0.0
2009-10-10,0.0
2009-11-10,0.0
2009-12-10,0.0
2009-10-13,0.0
2009-10-14,0.0
2009-10-15,0.0
2009-10-16,0.0
2009-10-17,0.0
2009-10-18,0.0
2009-10-19,0.0
2009-10-20,0.0
2009-10-21,0.0
2009-10-22,0.0
2009-10-23,0.0
2009-10-24,0.0
2009-10-25,0.0
2009-10-26,0.0
2009-10-27,0.0
2009-10-28,0.0
2009-10-29,0.0
2009-10-30,0.0
2009-10-31,0.0
2009-01-11,0.0
2009-02-11,0.0
2009-03-11,0.0
2009-04-11,0.0
2009-05-11,0.0
2009-06-11,0.0
2009-07-11,0.0
2009-08-11,0.0
2009-09-11,0.0
2009-10-11,0.0
2009-11-11,0.0
2009-12-11,0.0
2009-11-13,0.0
2009-11-14,0.0
2009-11-15,0.0
2009-11-16,0.0
2009-11-17,0.0
2009-11-18,0.0
2009-11-19,0.0
2009-11-20,0.0
2009-11-21,0.0
2009-11-22,0.0
2009-11-23,0.0
2009-11-24,0.0
2009-11-25,0.0
2009-11-26,0.0
2009-11-27,0.0
2009-11-28,0.0
2009-11-29,0.0
2009-11-30,0.0
2009-01-12,0.0
2009-02-12,0.0
2009-03-12,0.0
2009-04-12,0.0
2009-05-12,0.0
2009-06-12,0.0
2009-07-12,0.0
2009-08-12,0.0
2009-09-12,0.0
2009-10-12,0.0
2009-11-12,0.0
2009-12-12,0.0
2009-12-13,0.0
2009-12-14,0.0
2009-12-15,0.0
2009-12-16,0.0
2009-12-17,0.0
2009-12-18,0.0
2009-12-19,0.0
2009-12-20,0.0
2009-12-21,0.0
2009-12-22,0.0
2009-12-23,0.0
2009-12-24,0.0
2009-12-25,0.0
2009-12-26,0.0
2009-12-27,0.0
2009-12-28,0.0
2009-12-29,0.0
2009-12-30,0.0
2009-12-31,0.0
2010-01-01,0.0
2010-02-01,0.0
2010-03-01,0.0
2010-04-01,0.0
2010-05-01,0.0
2010-06-01,0.0
2010-07-01,0.0
2010-08-01,0.0
2010-09-01,0.0
2010-10-01,0.0
2010-11-01,0.0
2010-12-01,0.0
2010-01-13,0.0
2010-01-14,0.0
2010-01-15,0.0
2010-01-16,0.0
2010-01-17,0.0
2010-01-18,0.0
2010-01-19,0.0
2010-01-20,0.0
2010-01-21,0.0
2010-01-22,0.0
2010-01-23,0.0
2010-01-24,0.0
2010-01-25,0.0
2010-01-26,0.0
2010-01-27,0.0
2010-01-28,0.0
2010-01-29,0.0
2010-01-30,0.0
2010-01-31,0.0
2010-01-02,0.0
2010-02-02,0.0
2010-03-02,0.0
2010-04-02,0.0
2010-05-02,0.0
2010-06-02,0.0
2010-07-02,0.0
2010-08-02,0.0
2010-09-02,0.0
2010-10-02,0.0
2010-11-02,0.0
2010-12-02,0.0
2010-02-13,0.0
2010-02-14,0.0
2010-02-15,0.0
2010-02-16,0.0
2010-02-17,0.0
2010-02-18,0.0
2010-02-19,0.0
2010-02-20,0.0
2010-02-21,0.0
2010-02-22,0.0
2010-02-23,0.0
2010-02-24,0.0
2010-02-25,0.0
2010-02-26,0.0
2010-02-27,0.0
2010-02-28,0.0
2010-01-03,0.0
2010-02-03,0.0
2010-03-03,0.0
2010-04-03,0.0
2010-05-03,0.0
2010-06-03,0.0
2010-07-03,0.0
2010-08-03,0.0
2010-09-03,0.0
2010-10-03,0.0
2010-11-03,0.0
2010-12-03,0.0
2010-03-13,0.0
2010-03-14,0.0
2010-03-15,0.0
2010-03-16,0.0
2010-03-17,0.0
2010-03-18,0.0
2010-03-19,0.0
2010-03-20,0.0
2010-03-21,0.0
2010-03-22,0.0
2010-03-23,0.0
2010-03-24,0.0
2010-03-25,0.0
2010-03-26,0.0
2010-03-27,0.0
2010-03-28,0.0
2010-03-29,0.0
2010-03-30,0.0
2010-03-31,0.0
2010-01-04,0.0
2010-02-04,0.0
2010-03-04,0.0
2010-04-04,0.0
2010-05-04,0.0
2010-06-04,0.0
2010-07-04,0.0
2010-08-04,0.0
2010-09-04,0.0
2010-10-04,0.0
2010-11-04,0.0
2010-12-04,0.0
2010-04-13,0.0
2010-04-14,0.0
2010-04-15,0.0
2010-04-16,0.0
2010-04-17,0.0
2010-04-18,0.0
2010-04-19,0.0
2010-04-20,0.0
2010-04-21,0.0
2010-04-22,0.0
2010-04-23,0.0
2010-04-24,0.0
2010-04-25,0.0
2010-04-26,0.0
2010-04-27,0.0
2010-04-28,0.0
2010-04-29,0.0
2010-04-30,0.0
2010-01-05,0.0
2010-02-05,0.0
2010-03-05,0.0
2010-04-05,0.0
2010-05-05,0.0
2010-06-05,0.0
2010-07-05,0.0
2010-08-05,0.0
2010-09-05,0.0
2010-10-05,0.0
2010-11-05,0.0
2010-12-05,0.0
2010-05-13,0.0
2010-05-14,0.0
2010-05-15,0.0
2010-05-16,0.0
2010-05-17,0.0
2010-05-18,0.0
2010-05-19,0.0
2010-05-20,0.0
2010-05-21,0.0
2010-05-22,0.0
2010-05-23,0.0
2010-05-24,0.0
2010-05-25,0.0
2010-05-26,0.0
2010-05-27,0.0
2010-05-28,0.0
2010-05-29,0.0
2010-05-30,0.0
2010-05-31,0.0
2010-01-06,0.0
2010-02-06,0.0
2010-03-06,0.0
2010-04-06,0.0
2010-05-06,0.0
2010-06-06,0.0
2010-07-06,0.0
2010-08-06,0.0
2010-09-06,0.0
2010-10-06,0.0
2010-11-06,0.0
2010-12-06,0.0
2010-06-13,0.0
2010-06-14,0.0
2010-06-15,0.0
2010-06-16,0.0
2010-06-17,0.0
2010-06-18,0.0
2010-06-19,0.0
2010-06-20,0.0
2010-06-21,0.0
2010-06-22,0.0
2010-06-23,0.0
2010-06-24,0.0
2010-06-25,0.0
2010-06-26,0.0
2010-06-27,0.0
2010-06-28,0.0
2010-06-29,0.0
2010-06-30,0.0
2010-01-07,0.0
2010-02-07,0.0
2010-03-07,0.0
2010-04-07,0.0
2010-05-07,0.0
2010-06-07,0.0
2010-07-07,0.0
2010-08-07,0.0
2010-09-07,0.0
2010-10-07,0.0
2010-11-07,0.0
2010-12-07,0.0
2010-07-13,0.0
2010-07-14,0.0
2010-07-15,0.0
2010-07-16,0.0
2010-07-17,0.0
2010-07-18,0.0
2010-07-19,0.0
2010-07-20,0.0
2010-07-21,0.0
2010-07-22,0.0
2010-07-23,0.0
2010-07-24,0.0
2010-07-25,0.0
2010-07-26,0.0
2010-07-27,0.0
2010-07-28,0.0
2010-07-29,0.0
2010-07-30,0.0
2010-07-31,0.0
2010-01-08,0.0
2010-02-08,0.0
2010-03-08,0.0
2010-04-08,0.0
2010-05-08,0.0
2010-06-08,0.0
2010-07-08,0.0
2010-08-08,0.0
2010-09-08,0.0
2010-10-08,0.0
2010-11-08,0.0
2010-12-08,0.0
2010-08-13,0.0
2010-08-14,0.0
2010-08-15,0.0
2010-08-16,0.0
2010-08-17,503.695
2010-08-18,492.174
2010-08-19,481.6
2010-08-20,556.945
2010-08-21,615.4708
2010-08-22,660.68
2010-08-23,716.1
2010-08-24,685.61225
2010-08-25,754.775
2010-08-26,691.5896
2010-08-27,578.5
2010-08-28,581.75
2010-08-29,511.92
2010-08-30,514.05
2010-08-31,568.4875
2010-01-09,571.12
2010-02-09,474.895
2010-03-09,507.2
2010-04-09,548.635
2010-05-09,509.49
2010-06-09,540.8
2010-07-09,466.9675
2010-08-09,471.276
2010-09-09,471.12
2010-10-09,530.1855
2010-11-09,502.2
2010-12-09,594.74085
2010-09-13,508.482
2010-09-14,624.975
2010-09-15,1645.0
2010-09-16,588.05
2010-09-17,657.72
2010-09-18,721.665
2010-09-19,657.2895
2010-09-20,668.87
2010-09-21,560.205
2010-09-22,543.22
2010-09-23,667.8
2010-09-24,772.563
2010-09-25,630.24
2010-09-26,613.44815
2010-09-27,740.2514
2010-09-28,677.268
2010-09-29,550.44369
2010-09-30,436.536
2010-01-10,483.5922
2010-02-10,337.89455
2010-03-10,371.47
2010-04-10,477.4
2010-05-10,387.5115
2010-06-10,481.08
2010-07-10,551.87
2010-08-10,682.0
2010-09-10,918.0765
2010-10-10,1032.0
2010-11-10,1073.325
2010-12-10,792.0
2010-10-13,802.75
2010-10-14,1008.0
2010-10-15,1100.75
2010-10-16,1302.55
2010-10-17,1473.45
2010-10-18,1344.15
2010-10-19,1244.16
2010-10-20,1205.1
2010-10-21,1269.85
2010-10-22,818.55
2010-10-23,948.387
2010-10-24,1795.5
2010-10-25,1575.0
2010-10-26,2299.0
2010-10-27,2014.0
2010-10-28,2042.6075
2010-10-29,2244.25
2010-10-30,2302.8
2010-10-31,1810.9
2010-01-11,1856.5
2010-02-11,1642.2
2010-03-11,2763.75
2010-04-11,2253.8955
2010-05-11,2626.905
2010-06-11,2929.0
2010-07-11,6199.9876
2010-08-11,4828.5
2010-09-11,4041.6
2010-10-11,2573.655
2010-11-11,2784.0
2010-12-11,2146.05
2010-11-13,3285.0
2010-11-14,3558.1
2010-11-15,3124.94
2010-11-16,2558.435
2010-11-17,3500.0
2010-11-18,3813.48685
2010-11-19,2348.9
2010-11-20,1661.75
2010-11-21,1957.79
2010-11-22,2256.0
2010-11-23,2072.88
2010-11-24,2617.6575
2010-11-25,2150.724
2010-11-26,2933.35
2010-11-27,2602.25085
2010-11-28,2362.263
2010-11-29,2957.4
2010-11-30,2887.5
2010-01-12,1991.25
2010-02-12,2412.5
2010-03-12,2450.88
2010-04-12,2834.955
2010-05-12,2796.5
2010-06-12,2700.0
2010-07-12,2632.9
2010-08-12,2860.935
2010-09-12,2985.0
2010-10-12,1530.0
2010-11-12,1956.5
2010-12-12,1983.6
2010-12-13,1728.848
2010-12-14,1874.5
2010-12-15,2208.86
2010-12-16,2286.87
2010-12-17,2205.75
2010-12-18,1967.1
2010-12-19,2299.08
2010-12-20,2186.25
2010-12-21,2650.5365
2010-12-22,2109.3
2010-12-23,1787.5
2010-12-24,1875.0
2010-12-25,2025.0
2010-12-26,1984.49265
2010-12-27,2133.25
2010-12-28,2366.0
2010-12-29,2588.6
2010-12-30,2399.992
2010-12-31,2459.9918
2011-01-01,2669.9822
2011-02-01,2699.964
2011-03-01,2459.9836
2011-04-01,2129.2829
2011-05-01,2242.485
2011-06-01,2197.65
2011-07-01,2318.4
2011-08-01,3099.8208
2011-09-01,2454.7848
2011-10-01,2747.15
2011-11-01,2664.9
2011-12-01,2922.5
2011-01-13,3746.25
2011-01-14,3915.0
2011-01-15,3440.0
2011-01-16,3460.0
2011-01-17,3460.0
2011-01-18,3016.962
2011-01-19,3009.885
2011-01-20,3087.0
2011-01-21,3916.0
2011-01-22,3525.18
2011-01-23,3776.55
2011-01-24,3987.0
2011-01-25,3315.0
2011-01-26,4143.75
2011-01-27,3339.2
2011-01-28,3667.5
2011-01-29,3345.0
2011-01-30,3936.0
2011-01-31,3751.5
2011-01-02,8502.5
2011-02-02,6804.8019
2011-03-02,5587.5
2011-04-02,8360.0
2011-05-02,8387.805
2011-06-02,8050.0
2011-07-02,9330.255
2011-08-02,7740.0
2011-09-02,8555.25
2011-10-02,10395.0
2011-11-02,9612.075
2011-12-02,10354.05
2011-02-13,11016.0
2011-02-14,10046.16
2011-02-15,11501.0
2011-02-16,12129.6945
2011-02-17,12602.28
2011-02-18,11342.052
2011-02-19,8976.0
2011-02-20,8976.0224
2011-02-21,8180.28
2011-02-22,9216.6894
2011-02-23,11542.5
2011-02-24,10163.93
2011-02-25,11100.0
2011-02-26,12406.51585
2011-02-27,13008.0
2011-02-28,7926.07885
2011-01-03,6305.0
2011-02-03,8025.81
2011-03-03,8606.64
2011-04-03,9345.9792
2011-05-03,12176.357151
2011-06-03,12295.559725
2011-07-03,10685.295
2011-08-03,8758.1088
2011-09-03,6984.284153
2011-10-03,5178.24
2011-11-03,6302.6724
2011-12-03,6300.8647
2011-03-13,5472.5396
2011-03-14,5266.8
2011-03-15,4365.342135
2011-03-16,6497.89
2011-03-17,5764.88
2011-03-18,5870.107917
2011-03-19,4491.624
2011-03-20,4938.29
2011-03-21,6114.0548
2011-03-22,5046.565906
2011-03-23,6303.6
2011-03-24,6848.1
2011-03-25,7214.34
2011-03-26,6383.87
2011-03-27,6857.349
2011-03-28,6992.055
2011-03-29,6162.4
2011-03-30,6203.385
2011-03-31,8093.10192
2011-01-04,7002.13741
2011-02-04,7532.96044
2011-03-04,6680.7294
2011-04-04,7113.95
2011-05-04,7174.55
2011-06-04,5201.25502
2011-07-04,6220.6731
2011-08-04,6234.597
2011-09-04,6105.4904
2011-10-04,6378.546095
2011-11-04,6016.824
2011-12-04,7493.538
2011-04-13,10053.0
2011-04-14,7675.1
2011-04-15,7359.61248
2011-04-16,9146.535
2011-04-17,9657.585
2011-04-18,9361.6198
2011-04-19,8395.45
2011-04-20,8633.2653
2011-04-21,9886.2687
2011-04-22,11527.128
2011-04-23,13174.245
2011-04-24,15418.65
2011-04-25,16001.307
2011-04-26,16703.15
2011-04-27,18540.6
2011-04-28,21083.4
2011-04-29,27288.9
2011-04-30,38424.47964
2011-01-05,40126.99
2011-02-05,31126.47
2011-03-05,36135.46
2011-04-05,33311.9
2011-05-05,39924.5
2011-06-05,35850.4082
2011-07-05,40537.2
2011-08-05,40189.5
2011-09-05,49058.957
2011-10-05,52036.4
2011-11-05,56762.335
2011-12-05,48819.5859
2011-05-13,85015.45
2011-05-14,110475.7
2011-05-15,97589.7
2011-05-16,95327.5
2011-05-17,109166.18713
2011-05-18,111543.084
2011-05-19,66559.12
2011-05-20,79633.6
2011-05-21,70453.8084
2011-05-22,84085.81
2011-05-23,103324.05
2011-05-24,106336.8
2011-05-25,109803.71
2011-05-26,148533.6
2011-05-27,88450.72
2011-05-28,67809.805
2011-05-29,73637.0688
2011-05-30,68985.0
2011-05-31,71438.496
2011-01-06,83777.111
2011-02-06,100679.25
2011-03-06,145516.8
2011-04-06,188567.71
2011-05-06,198016.154
2011-06-06,240874.98
2011-07-06,161590.68
2011-08-06,293220.0711
2011-09-06,335412.0
2011-10-06,396795.0
2011-11-06,349080.0
2011-12-06,298405.59
2011-06-13,301105.0
2011-06-14,236830.17
2011-06-15,282840.0
2011-06-16,201216.76
2011-06-17,175089.894
2011-06-18,174236.0
2011-06-19,207189.5616
2011-06-20,201624.35
2011-06-21,179304.0
2011-06-22,203430.85
2011-06-23,190656.0
2011-06-24,201252.4515
2011-06-25,133249.6
2011-06-26,136087.79772
2011-06-27,144504.0
2011-06-28,134395.92
2011-06-29,153451.0
2011-06-30,158690.0
2011-01-07,153272.0
2011-02-07,144567.83
2011-03-07,125788.4
2011-04-07,130207.75
2011-05-07,113505.0
2011-06-07,128997.0
2011-07-07,110727.5
2011-08-07,115177.64188
2011-09-07,118695.0
2011-10-07,113084.16
2011-11-07,113436.8537
2011-12-07,105582.81456
2011-07-13,129684.75
2011-07-14,108767.4
2011-07-15,115300.9
2011-07-16,112278.3
2011-07-17,118129.52
2011-07-18,104866.166
2011-07-19,120789.9
2011-07-20,100540.44
2011-07-21,108151.9251
2011-07-22,99816.4629
2011-07-23,101045.28
2011-07-24,123121.851193
2011-07-25,115899.8337
2011-07-26,121795.2
2011-07-27,127297.17
2011-07-28,116998.0
2011-07-29,111172.8
2011-07-30,104962.8
2011-07-31,125248.5594
2011-01-08,118658.2257
2011-02-08,98951.65
2011-03-08,104236.7
2011-04-08,76484.8023294
2011-05-08,79764.3
2011-06-08,68277.0
2011-07-08,63425.6
2011-08-08,57411.62
2011-09-08,80598.1
2011-10-08,88906.3
2011-11-08,70931.2922
2011-12-08,67841.5147161
2011-08-13,64380.3
2011-08-14,69227.16
2011-08-15,85120.51
2011-08-16,76917.42
2011-08-17,72964.1
2011-08-18,92263.02
2011-08-19,79800.17
2011-08-20,85606.288
2011-08-21,84085.45
2011-08-22,101289.307
2011-08-23,97722.45
2011-08-24,74772.6
2011-08-25,70245.24924
2011-08-26,79361.5
2011-08-27,59716.05
2011-08-28,54073.92
2011-08-29,59304.2805
2011-08-30,70960.65405
2011-08-31,68040.0
2011-01-09,53695.5556981
2011-02-09,68883.5845
2011-03-09,61920.2628
2011-04-09,54219.5459924
2011-05-09,65255.169
2011-06-09,57474.41778
2011-07-09,55914.61928
2011-08-09,45748.57286
2011-09-09,48628.58
2011-10-09,44424.8226014
2011-11-09,51089.6
2011-12-09,46061.905
2011-09-13,42525.0
2011-09-14,45541.9700068
2011-09-15,42123.07
2011-09-16,32985.61
2011-09-17,30910.41
2011-09-18,41770.0
2011-09-19,34193.6
2011-09-20,47266.02
2011-09-21,46552.5692
2011-09-22,43748.39504
2011-09-23,38250.87059
2011-09-24,35131.62
2011-09-25,39066.5
2011-09-26,37418.33942
2011-09-27,34905.74472
2011-09-28,33196.806
2011-09-29,32234.727
2011-09-30,32918.55
2011-01-10,36055.9
2011-02-10,33813.48
2011-03-10,33036.16914
2011-04-10,32710.09
2011-05-10,34436.325
2011-06-10,32814.08
2011-07-10,31064.25
2011-08-10,29645.082
2011-09-10,27005.517
2011-10-10,25143.06111
2011-11-10,21958.61304
2011-12-10,25043.23848
2011-10-13,20265.3
2011-10-14,27374.10115
2011-10-15,28564.65
2011-10-16,23998.3368012
2011-10-17,21258.81384
2011-10-18,18423.7
2011-10-19,17497.88397
2011-10-20,12475.1
2011-10-21,18773.57804
2011-10-22,15516.6
2011-10-23,17650.08
2011-10-24,19689.6
2011-10-25,19769.12
2011-10-26,15682.828
2011-10-27,17543.0248
2011-10-28,16610.265
2011-10-29,22783.14301
2011-10-30,17714.71178
2011-10-31,23214.576
2011-01-11,24471.75
2011-02-11,25982.32
2011-03-11,20955.248
2011-04-11,23023.64722
2011-05-11,24084.63
2011-06-11,22576.1
2011-07-11,19848.3817
2011-08-11,21677.13
2011-09-11,26322.642
2011-10-11,21759.0
2011-11-11,18306.0
2011-12-11,20998.72
2011-11-13,22783.848
2011-11-14,20610.06
2011-11-15,23276.57
2011-11-16,17297.8
2011-11-17,18857.44812
2011-11-18,15661.53894
2011-11-19,14841.9
2011-11-20,16003.596
2011-11-21,15462.08
2011-11-22,15869.55
2011-11-23,15596.14
2011-11-24,13783.38
2011-11-25,16647.68
2011-11-26,16081.03125
2011-11-27,14235.043
2011-11-28,15749.35497
2011-11-29,20729.874
2011-11-30,21609.577
2011-01-12,29057.56
2011-02-12,24645.852
2011-03-12,23487.44496
2011-04-12,20490.47
2011-05-12,23448.79
2011-06-12,24256.65
2011-07-12,22661.946
2011-08-12,23879.3
2011-09-12,22950.528
2011-10-12,23873.12
2011-11-12,24809.2
2011-12-12,23413.30185
2011-12-13,21298.2
2011-12-14,23604.231
2011-12-15,19664.3414
2011-12-16,20032.46
2011-12-17,23585.46
2011-12-18,23897.25
2011-12-19,27948.81908
2011-12-20,30397.5
2011-12-21,31864.83
2011-12-22,27560.69896
2011-12-23,30031.85
2011-12-24,26077.2398
2011-12-25,38199.1694
2011-12-26,37101.21177
2011-12-27,32285.12
2011-12-28,31429.16664
2011-12-29,30327.32
2011-12-30,27532.9
2011-12-31,40224.735
2012-01-01,38755.6
2012-02-01,41826.7395
2012-03-01,42875.45
2012-04-01,43246.9982
2012-05-01,47064.645
2012-06-01,61413.32
2012-07-01,63518.88024
2012-08-01,57981.6
2012-09-01,58003.2
2012-10-01,50324.56
2012-11-01,54284.49
2012-12-01,58361.977
2012-01-13,42583.743446
2012-01-14,54074.25
2012-01-15,51767.86594
2012-01-16,57007.8184
2012-01-17,55302.54
2012-01-18,49421.45
2012-01-19,42884.1
2012-01-20,45684.94
2012-01-21,58655.25
2012-01-22,41554.17
2012-01-23,55214.7869
2012-01-24,44028.37
2012-01-25,50032.65
2012-01-26,40343.4
2012-01-27,39658.019
2012-01-28,44582.6514
2012-01-29,48216.96
2012-01-30,46508.0
2012-01-31,44787.55
2012-01-02,38095.966
2012-02-02,50592.0
2012-03-02,49227.036
2012-04-02,49248.0
2012-05-02,40568.85
2012-06-02,42869.16
2012-07-02,40854.97845
2012-08-02,38629.4376
2012-09-02,41789.0
2012-10-02,43592.06425
2012-11-02,41424.0
2012-12-02,46817.55
2012-02-13,42064.88
2012-02-14,38113.6
2012-02-15,34721.2
2012-02-16,30574.83912
2012-02-17,33881.16794
2012-02-18,39360.05275
2012-02-19,34025.30716
2012-02-20,33009.56
2012-02-21,28399.8662
2012-02-22,35652.62
2012-02-23,41388.10324
2012-02-24,37704.69612
2012-02-25,42354.78
2012-02-26,38015.54946
2012-02-27,40310.4
2012-02-28,37525.0
2012-02-29,45584.7
2012-01-03,38906.74326
2012-02-03,33196.00752
2012-03-03,28455.04235
2012-04-03,31864.7
2012-05-03,33284.16
2012-06-03,37390.2
2012-07-03,37791.78
2012-08-03,39020.0
2012-09-03,41099.0197
2012-10-03,42755.7
2012-11-03,33198.47
2012-12-03,41919.69495
2012-03-13,41170.1
2012-03-14,37593.582
2012-03-15,35174.3
2012-03-16,38647.8
2012-03-17,46459.8792
2012-03-18,41979.98394
2012-03-19,41969.4496
2012-03-20,36871.92
2012-03-21,39466.48
2012-03-22,38078.64
2012-03-23,31409.49
2012-03-24,40860.05184
2012-03-25,39163.42722
2012-03-26,36041.43351
2012-03-27,35090.22
2012-03-28,38544.44768
2012-03-29,33802.83768
2012-03-30,36244.32
2012-03-31,40362.3
2012-01-04,36987.216
2012-02-04,32278.32
2012-03-04,32084.04
2012-04-04,35053.41
2012-05-04,29451.58616
2012-06-04,30523.84
2012-07-04,32882.94
2012-08-04,35054.4
2012-09-04,36254.4
2012-10-04,35054.6
2012-11-04,35022.1796
2012-12-04,34391.88
2012-04-13,31171.01056
2012-04-14,33474.65
2012-04-15,29175.69206
2012-04-16,33136.92
2012-04-17,35691.85149
2012-04-18,31612.911
2012-04-19,40507.95
2012-04-20,40098.52
